TIPO_ID;ID;COD_CIIU;SECTOR_CIIU;MACROSECTOR;COLOR_SECTOR;OFICINA_ASIGNACION;UBICACION;FECHA_REVISION_PC;FAMILIA;SINO_ROTATIVA;MONEDA; FAMILIA_APROBADO ; FAMILIA_UTILIZADO ; DISPONIBLE ; SALDO_CAPITAL ; VENTAS 2020 ; VENTAS 2021 ;NIVEL DE CONFIANZA;CALIFICACIÓN_DE RIESG;CLAS_EMPRESA
N;358;4659;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1291;Bogota, D.C.;31/07/2021;CAMPAÑA_COMERCIA;NO;COP; $ 22.718.236 ; $ - ; $ 22.718.236 ;; $ 40.167.750 ; $ 41.038.139 ;ALTO;3,41;CORPORATIVO
C;359;4711;OTROS SERVICIOS;OTROS;Naranja2;2008;Cali;31/12/2020;CAMPAÑA_COMERCIA;SI;COP; $ 60.600.000 ; $ 69.720.000 ;-$ 9.120.000 ; $ 9.613.047 ; $ 756.196.040 ; $ 1.032.920.168 ;ALTO;4,61;CORPORATIVO
C;360;4632;OTROS SERVICIOS;OTROS;Naranja2;1885;Medellin;31/01/2021;OP.PLAZO;NO;COP; $ 418.701.000 ; $ 472.915.289 ; $ - ; $ 219.307.624 ; $ 395.539.106 ; $ 445.666.975 ;ALTO;4,21;CORPORATIVO
N;361;4669;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1117;Bogota, D.C.;31/07/2021;CAMPAÑA_COMERCIA;NO;COP; $ 270.000.000 ; $ - ; $ 270.000.000 ;; $ 9.381.341 ; $ 169.448.759 ;MEDIO;3,52;CORPORATIVO
N;362;7110;OBRAS CIVILES (CONSULTORIA Y CONSTRUCCION);OTROS;Naranja2;138;Armenia;31/10/2020;CAMPAÑA_COMERCIA;NO;COP; $ 100.477.000 ; $ 41.993.595 ; $ 58.483.405 ; $ 26.298.021 ; $ 10.998.555 ; $ 53.149.000 ;ALTO;4,29;CORPORATIVO
C;363;4771;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;462;Pamplona;30/06/2021;OP.PLAZO;NO;COP; $ 200.000.000 ; $ 200.000.000 ; $ - ;; $ 17.621.630 ; $ 1.095.000 ;MEDIO;1,36;CORPORATIVO
N;364;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1198;Manizales;31/08/2021;CAMPAÑA_COMERCIA;SI;COP; $ 300.000.000 ; $ - ; $ 300.000.000 ;; $ 2.837.917.349 ; $ 4.866.034.695 ;ALTO;5,49;CORPORATIVO
N;365;4731;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1200;Medellin;28/02/2021;CAMPAÑA_COMERCIA;SI;COP; $ 300.000.000 ; $ - ; $ 300.000.000 ;; $ 2.133.197.836 ; $ 2.880.513.127 ;ALTO;3,16;CORPORATIVO
N;366;5611;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;1933;Palmira;28/02/2021;CAMPAÑA_COMERCIA;NO;COP; $ 41.756.000 ; $ 41.756.000 ; $ - ; $ 23.584.434 ; $ 107.497.798 ; $ 191.338.035 ;ALTO;5,02;CORPORATIVO
C;367;1052;PRODUCTOS ALIMENTICIOS;INDUSTRIA;Verde;1297;Bogota, D.C.;30/09/2020;CAMPAÑA_COMERCIA;NO;COP; $ 450.000.000 ; $ 450.000.001 ;-$ 1 ;; $ 14.008.921 ; $ 10.998.100 ;MEDIO;3,39;CORPORATIVO
N;368;1011;PRODUCTOS CARNICOS;INDUSTRIA;Verde;269;Libano;31/12/2020;CAPITAL_TRABAJO;SI;COP; $ - ; $ 20.000.000 ;-$ 20.000.000 ; $ 11.587.697 ; $ 12.431.939 ; $ 13.053.536 ;MEDIO;2,36;CORPORATIVO
N;369;9329;ENTRETENIMIENTO;OTROS;Rojo;1207;Rionegro;31/05/2021;OP.PLAZO;NO;COP; $ 2.000.000.000 ; $ 2.000.000.000 ; $ - ; $ 1.703.703.700 ; $ - ; $ 439.743.045 ;MEDIO;3,87;CORPORATIVO
N;370;4754;SERVICIOS DE REPARACION Y MANTENIMIENTO;SERVICIOS;Amarillo;2017;Cartagena;30/06/2021;CAPITAL_TRABAJO;SI;COP; $ - ; $ 106.890.351 ;-$ 106.890.351 ; $ 102.835.062 ; $ 67.132.877 ; $ 70.489.521 ;BAJO;0,38;CORPORATIVO
N;371;5511;HOTELERIA;INDUSTRIA;Rojo;540;San Andres;31/12/2021;OP.PLAZO;NO;COP; $ 776.933.000 ; $ - ; $ 776.933.000 ;; $ 23.923.378 ; $ 61.238.160 ;MEDIO;1,74;CORPORATIVO
N;372;8610;SERVICIOS DE SALUD;SERVICIOS;Verde;1502;Armenia;30/11/2021;CAMPAÑA_COMERCIA;NO;COP; $ 164.902.000 ; $ 164.901.715 ; $ 285 ; $ 100.231.079 ; $ 5.720.000 ; $ 379.424.975 ;MEDIO;3,87;CORPORATIVO
N;373;4664;QUIMICOS Y AGROQUIMICOS (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1744;Palmira;31/03/2022;CAMPAÑA_COMERCIA;NO;COP; $ 1.000 ; $ - ; $ 1.000 ;; $ 1.606.001.000 ; $ 5.508.000.000 ;ALTO;4,09;CORPORATIVO
C;374;4645;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;190;Armenia;31/08/2021;OP.PLAZO;SI;COP; $ 400.000.000 ; $ 311.111.110 ; $ 88.888.890 ; $ 311.111.110 ; $ 770.092.701 ; $ 1.001.822.546 ;ALTO;5,54;CORPORATIVO
N;375;4669;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1290;Bogota, D.C.;31/12/2020;CAPITAL_TRABAJO;SI;COP; $ 1.500.000 ; $ - ; $ 1.500.000 ;; $ 1.178.410.340 ; $ 512.146.780 ;ALTO;4,27;CORPORATIVO
N;376;4690;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1163;Cota;31/12/2021;CAMPAÑA_COMERCIA;NO;COP; $ 1.417.500.000 ; $ - ; $ 1.417.500.000 ;; $ 78.731.723 ; $ 72.276.947 ;MEDIO;4,03;CORPORATIVO
N;377;8530;EDUCACION;EDUCACION;Naranja1;1339;Floridablanca;31/01/2022;OP.PLAZO;NO;COP; $ - ; $ 423.714.358 ; $ - ; $ - ; $ 10.455.918 ; $ 10.000.000 ;BAJO;0,87;CORPORATIVO
N;378;1630;MADERA (EXPLOTACION Y PROCESAMIENTO);INDUSTRIA;Verde;1171;Mosquera;28/02/2022;OP. MESA DE DINERO;SI;COP; $ 50.000.000 ; $ 50.000.000 ; $ - ; $ - ; $ 263.756.944 ; $ 301.611.365 ;ALTO;5,31;CORPORATIVO
N;379;1089;ALIMENTOS VARIOS (CONSERVAS, PASABOCAS Y OTROS);OTROS;Verde;1202;Sabaneta;28/02/2022;OP.PLAZO;NO;COP; $ 242.707.000 ; $ - ; $ - ;; $ 18.045.260 ; $ 6.327.010 ;MEDIO;2,70;CORPORATIVO
N;380;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;1175;Bogota, D.C.;31/01/2022;OP.PLAZO;SI;COP; $ 3.000.000.000 ; $ - ; $ 3.000.000.000 ;; $ 549.623.053 ; $ 438.385.857 ;ALTO;4,43;CORPORATIVO
N;381;8610;SERVICIOS DE SALUD;SERVICIOS;Verde;882;Bogota, D.C.;28/02/2022;OP.PLAZO;NO;COP; $ 3.206.632.000 ; $ 3.837.741.867 ; $ - ; $ 2.867.898.905 ; $ 1.268.470.518 ; $ 2.148.871.125 ;ALTO;5,44;CORPORATIVO
N;382;8691;SERVICIOS DE SALUD;SERVICIOS;Verde;1196;Valledupar;31/12/2021;CAMPAÑA_COMERCIA;NO;COP; $ 50.000.000 ; $ - ; $ 50.000.000 ;; $ 133.771.950 ; $ 120.398.123 ;ALTO;4,52;CORPORATIVO
N;383;4652;SERVICIOS DE REPARACION Y MANTENIMIENTO;SERVICIOS;Amarillo;279;Dosquebradas;31/03/2021;CAMPAÑA_COMERCIA;NO;COP; $ 38.550.000 ; $ - ; $ 38.550.000 ;; $ 86.721.537 ; $ 86.973.286 ;ALTO;4,17;CORPORATIVO
N;384;5811;PRODUCTOS EDITORIALES (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Rojo;1780;Bogota, D.C.;31/01/2022;CAMPAÑA_COMERCIA;SI;COP; $ 87.500.000 ; $ - ; $ 87.500.000 ;; $ 90.420 ; $ 2.330.854 ;BAJO;1,47;CORPORATIVO
N;385;6494;INTERMEDIACION FINANCIERA;OTROS;Naranja1;1733;Bogota, D.C.;28/02/2022;CAMPAÑA_COMERCIA;NO;COP; $ 1.267.500.000 ; $ - ; $ 1.267.500.000 ;; $ 267.113.623 ; $ 951.477.690 ;ALTO;5,20;CORPORATIVO
N;386;7020;CONSULTORIA EMPRESARIAL Y ECONOMICA;OTROS;Amarillo;1168;Bogota, D.C.;30/11/2021;OP. MESA DE DINERO;SI;COP; $ 200.000.000 ; $ - ; $ 200.000.000 ;; $ - ; $ 30.580.069 ;BAJO;1,99;CORPORATIVO
N;387;3250;EQUIPO MEDICO Y DE PRECISION (PRODUCCION Y COMERCIALIZACION);OTROS;Verde;1214;Cali;31/03/2022;OP.PLAZO;SI;COP; $ 400.000.000 ; $ 335.624.995 ; $ 64.375.005 ; $ 335.624.995 ; $ 20.670.000 ; $ 3.800.000 ;MEDIO;2,64;CORPORATIVO
N;388;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1509;Itagui;30/06/2021;OP.PLAZO;NO;COP; $ - ; $ 40.000.000 ; $ - ;; $ 11.215.573 ; $ 7.207.610 ;ALTO;3,56;CORPORATIVO
N;389;4752;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1954;Bogota, D.C.;28/02/2022;OP.PLAZO;NO;COP; $ 17.128.000 ; $ 17.058.998 ; $ - ; $ 1.380.256 ; $ 30.969.530 ; $ 32.518.007 ;BAJO;0,50;CORPORATIVO
N;390;4741;TELECOMUNICACIONES EN GENERAL (INCLUYE REDES Y EQUIPOS);OTROS;Verde;1326;Bogota, D.C.;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ 5.000.000 ; $ 5.000.000 ; $ - ; $ 4.572.776 ; $ 11.846.620 ; $ 7.666.420 ;BAJO;1,78;CORPORATIVO
N;391;4922;TRANSPORTE TERRESTRE;TRANSPORTE;Naranja2;170;Bogota, D.C.;30/06/2021;OP.PLAZO;NO;COP; $ 40.000.000 ; $ 40.000.000 ; $ - ; $ 32.802.856 ; $ - ; $ 43.091.660 ;BAJO;1,74;CORPORATIVO
C;392;4653;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1955;Valledupar;31/03/2022;OP.PLAZO;NO;COP; $ 120.000.000 ; $ 115.000.000 ; $ 5.000.000 ; $ 55.719.019 ; $ 317.534.400 ; $ 413.325.705 ;ALTO;5,36;CORPORATIVO
N;393;5611;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;1726;Bogota, D.C.;31/03/2022;OP.PLAZO;NO;COP; $ - ; $ 19.000.000.000 ; $ - ; $ 17.442.000.000 ; $ 73.634.160 ; $ 9.907.262.911 ;ALTO;5,04;CORPORATIVO
C;394;10;QUIMICOS Y AGROQUIMICOS (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1197;Armenia;31/03/2022;CAMPAÑA_COMERCIA;NO;COP; $ 75.000.000 ; $ 75.000.000 ; $ - ; $ 20.081.655 ; $ 1.152.680.114 ; $ 2.514.904.602 ;ALTO;5,54;CORPORATIVO
N;395;4641;CONFECCIONES;OTROS;Naranja1;1038;Bogota, D.C.;30/11/2015 8:21:01 a. m;OP.PLAZO;NO;COP; $ 7.312.698.000 ; $ 8.085.072.800 ;-$ 772.374.800 ; $ 5.768.222.061 ; $ 12.858.960.624 ; $ 23.535.063.616 ;ALTO;4,86;CORPORATIVO
N;396;8430;ADMINISTRACION PUBLICA;OTROS;Verde;1776;Villavicencio;31/03/2022;CAMPAÑA_COMERCIA;NO;COP; $ - ; $ - ; $ - ;; $ 441.084.818 ; $ 1.923.005.295 ;ALTO;5,54;CORPORATIVO
N;397;4663;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1174;Bogota, D.C.;31/03/2022;CAMPAÑA_COMERCIA;SI;COP; $ 21.779.879 ; $ - ; $ 21.779.879 ;; $ 81.403.752 ; $ 219.189.274 ;ALTO;5,42;CORPORATIVO
N;398;4721;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1182;Bucaramanga;31/03/2022;OP.PLAZO;NO;COP; $ 69.458.000 ; $ 69.458.000 ; $ - ; $ 61.707.823 ; $ - ; $ 92.281.515 ;MEDIO;3,99;CORPORATIVO
N;400;4921;TRANSPORTE PASAJEROS;TRANSPORTE;Naranja2;1155;Bogota, D.C.;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ 200.000.000 ; $ 110.000.000 ; $ 90.000.000 ; $ 55.887.542 ; $ 805.923 ; $ 27.630.472 ;MEDIO;1,43;CORPORATIVO
N;401;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1744;Buga;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ 3.000.000.000 ; $ 1.306.908.211 ; $ 1.160.904.288 ; $ 324.941.530 ; $ 2.020.000 ; $ 2.121.000 ;BAJO;0,93;CORPORATIVO
N;402;4520;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1527;Medellin;30/04/2022;CAPITAL_TRABAJO;SI;COP; $ 250.000.000 ; $ 156.727.777 ; $ 6.406.240 ; $ 43.373.011 ; $ - ; $ 70.093.965 ;MEDIO;2,62;CORPORATIVO
C;403;4731;EXPLOTACIONES AGROPECUARIAS;OTROS;Verde;202;El paujil;30/04/2022;CAPITAL_TRABAJO;SI;COP; $ 80.000.000 ; $ 60.000.000 ; $ 20.000.000 ; $ 18.595.498 ; $ 32.241.148 ; $ 46.638.605 ;ALTO;4,63;CORPORATIVO
N;404;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;1199;Medellin;30/04/2022;CAPITAL_TRABAJO;SI;COP; $ 30.000.000 ; $ 20.000.000 ; $ 10.000.000 ; $ 9.661.120 ; $ 259.755.266 ; $ 301.947.978 ;ALTO;4,35;CORPORATIVO
N;405;1410;CONFECCIONES;OTROS;Naranja1;1209;Cali;31/05/2022;OP.PLAZO;SI;COP; $ 300.000.000 ; $ - ; $ - ;; $ 49.551.718 ; $ 90.383.037 ;ALTO;4,79;CORPORATIVO
C;406;141;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;971;Cali;31/10/2021;OP.PLAZO;NO;COP; $ 289.739.000 ; $ 441.470.785 ; $ - ; $ 125.750.164 ; $ 116.313.215 ; $ 146.887.198 ;ALTO;4,89;CORPORATIVO
N;407;4645;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1747;Giron;30/06/2022;CAMPAÑA_COMERCIA;NO;COP; $ 992.136.407 ; $ - ; $ 992.136.407 ;; $ 22.154.900 ; $ 23.262.645 ;BAJO;1,01;CORPORATIVO
N;408;4774;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1888;Medellin;30/06/2021;OP.PLAZO;NO;COP; $ - ; $ 95.400.000 ; $ - ; $ 66.036.602 ; $ - ; $ 14.348.790 ;MEDIO;2,28;CORPORATIVO
N;409;4690;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1198;Manizales;31/05/2022;CAMPAÑA_COMERCIA;SI;COP; $ 15.000.000 ; $ - ; $ 15.000.000 ;; $ - ; $ 40.881.771 ;BAJO;2,19;CORPORATIVO
N;410;4664;QUIMICOS Y AGROQUIMICOS (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1153;Bogota, D.C.;31/05/2022;CAMPAÑA_COMERCIA;SI;COP; $ 429.000.000 ; $ - ; $ 429.000.000 ;; $ 21.648.436 ; $ 41.636.873 ;ALTO;4,60;CORPORATIVO
N;411;2599;MAQUINARIA Y EQUIPO;INDUSTRIA;Amarillo;1174;Bogota, D.C.;30/04/2022;CAPITAL_TRABAJO;SI;COP; $ 2.000.000.000 ; $ 180.000.000 ; $ 653.333.332 ; $ - ; $ 752.226.520 ; $ 1.110.044.422 ;ALTO;5,42;CORPORATIVO
N;412;1921;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1177;Bogota, D.C.;30/04/2022;CAPITAL_TRABAJO;SI;COP; $ 700.000.000 ; $ 188.888.884 ; $ 219.944.462 ; $ 141.845.737 ; $ - ; $ 63.616.400 ;MEDIO;2,40;CORPORATIVO
N;414;4921;TRANSPORTE PASAJEROS;TRANSPORTE;Naranja2;1569;Bogota, D.C.;30/11/2021;OP.PLAZO;NO;COP; $ 39.986.000 ; $ 29.114.966 ; $ 10.871.034 ; $ 7.045.946 ; $ - ; $ 48.560.756 ;BAJO;2,88;CORPORATIVO
N;415;2391;CERAMICA, LADRILLO Y MARMOLES;INDUSTRIA;Verde;137;Arauca;30/06/2022;OP.PLAZO;NO;COP; $ 257.190.000 ; $ 405.000.000 ; $ - ;; $ - ; $ 20.643.734 ;BAJO;3,19;CORPORATIVO
N;417;1690;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1209;Cali;30/06/2022;OP.PLAZO;NO;COP; $ 4.674.000 ; $ 56.092.063 ; $ - ;; $ 103.842.642 ; $ 606.879.315 ;ALTO;5,25;CORPORATIVO
N;418;4690;TEXTILES;OTROS;Naranja1;1527;Sabaneta;31/05/2022;CAMPAÑA_COMERCIA;SI;COP; $ 148.500.000 ; $ 148.499.999 ; $ 1 ; $ 148.499.999 ; $ 188.549.799 ; $ 198.290.006 ;ALTO;4,19;CORPORATIVO
N;419;5511;HOTELERIA;INDUSTRIA;Rojo;1509;Medellin;31/05/2022;OP.PLAZO;NO;COP; $ - ; $ 178.758.752 ; $ - ;; $ 756.775.390 ; $ 1.853.819.300 ;ALTO;4,96;CORPORATIVO
N;420;1081;PANADERIA Y PASTAS;OTROS;Verde;1198;Bogota, D.C.;30/06/2022;OP.PLAZO;NO;COP; $ 395.051.000 ; $ 409.182.017 ; $ - ; $ 365.644.137 ; $ - ; $ 411.062.102 ;MEDIO;5,03;CORPORATIVO
N;421;9499;EDUCACION;EDUCACION;Naranja1;1933;Buga;30/06/2022;CAPITAL_TRABAJO;SI;COP; $ 10.000.000 ; $ - ; $ 10.000.000 ;; $ 375.167.798 ; $ 477.279.296 ;ALTO;3,19;CORPORATIVO
C;422;2212;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;323;Armenia;31/08/2021;CAMPAÑA_COMERCIA;SI;COP; $ 75.000.000 ; $ 75.000.000 ; $ - ; $ 63.040.549 ; $ 488.922.300 ; $ 775.864.070 ;ALTO;5,38;CORPORATIVO
N;423;8699;SERVICIOS DE SALUD;SERVICIOS;Verde;1763;Bogota, D.C.;31/05/2022;CAMPAÑA_COMERCIA;SI;COP; $ 1.384.626.765 ; $ - ; $ 1.384.626.765 ;; $ 1.489.060 ; $ 1.030.156 ;MEDIO;1,82;CORPORATIVO
N;424;4669;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1765;Yumbo;31/08/2022;OP.PLAZO;NO;COP; $ 48.794.000 ; $ 60.992.100 ; $ - ; $ - ; $ 505.135.580 ; $ 7.573.345 ;MEDIO;1,75;CORPORATIVO
N;425;4645;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1719;Medellin;31/08/2022;CAMPAÑA_COMERCIA;SI;COP; $ 310.000.000 ; $ - ; $ 310.000.000 ;; $ 1.543.987.983 ; $ 1.663.766.426 ;ALTO;4,76;CORPORATIVO
N;429;4711;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;59;Bogota, D.C.;31/07/2022;CAMPAÑA_COMERCIA;NO;COP; $ 100.000.000 ; $ 100.000.000 ; $ - ; $ 83.333.329 ; $ 465.507.459 ; $ 552.723.903 ;ALTO;5,56;CORPORATIVO
N;430;8691;SERVICIOS DE SALUD;SERVICIOS;Verde;1168;Bogota, D.C.;31/07/2022;CAMPAÑA_COMERCIA;SI;COP; $ - ; $ - ; $ - ;; $ 132.285.549 ; $ 268.905.573 ;ALTO;5,25;CORPORATIVO
N;431;4754;ELECTRODOMESTICOS (PRODUCCION Y COMERCIALIZACION);OTROS;Verde;1185;Neiva;31/07/2022;CAPITAL_TRABAJO;SI;COP; $ 360.000.000 ; $ 160.000.000 ; $ 200.000.000 ; $ 64.915.930 ; $ 43.988.284 ; $ 22.348.313 ;MEDIO;2,91;CORPORATIVO
N;432;4511;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;1747;Bucaramanga;30/06/2022;LEASING;NO;COP; $ 7.573.000.000 ; $ 7.573.143.225 ;-$ 143.225 ; $ 7.221.899.643 ; $ 4.193.459.365 ; $ 6.492.651.347 ;ALTO;4,90;CORPORATIVO
N;433;7490;EDUCACION;EDUCACION;Naranja1;1735;Bogota, D.C.;31/07/2022;OP.PLAZO;NO;COP; $ 570.407.000 ; $ 645.000.000 ; $ - ; $ 551.201.258 ; $ 223.545.851 ; $ 281.192.298 ;ALTO;5,17;CORPORATIVO
N;434;4645;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;2015;Bogota, D.C.;31/01/2022;CAPITAL_TRABAJO;SI;COP; $ 34.600.000 ; $ 20.000.000 ; $ 14.600.000 ; $ 7.939.614 ; $ 302.863.563 ; $ 357.719.309 ;ALTO;4,73;CORPORATIVO
N;435;4721;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1203;Medellin;31/07/2022;CAMPAÑA_COMERCIA;NO;COP; $ 7.500.000 ; $ - ; $ 7.500.000 ;; $ - ; $ 278.476.789 ;MEDIO;5,18;CORPORATIVO
N;436;892;MINERALES NO METALICOS;MINERIA;Verde;2027;Restrepo;31/07/2022;OP.PLAZO;NO;COP; $ 226.852.000 ; $ 368.888.927 ; $ - ; $ 176.574.082 ; $ 81.272.415 ; $ 137.364.343 ;ALTO;5,33;CORPORATIVO
N;437;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1211;Palmira;30/09/2022;CAPITAL_TRABAJO;SI;COP; $ 450.000.000 ; $ 80.000.000 ; $ 39.058.683 ; $ 78.415.126 ; $ 827.503.426 ; $ 1.216.889.248 ;ALTO;4,45;CORPORATIVO
N;438;7490;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;230;Buga;31/07/2022;CAMPAÑA_COMERCIA;NO;COP; $ 21.619.262 ; $ - ; $ 21.619.262 ;; $ 282.404.974 ; $ 337.118.286 ;ALTO;4,42;CORPORATIVO
N;439;4541;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;1213;Cali;31/07/2022;OP.PLAZO;SI;COP; $ 300.000.000 ; $ - ; $ 300.000.000 ;; $ 1.900.519.459 ; $ 2.086.159.940 ;ALTO;4,33;CORPORATIVO
N;440;2022;PINTURAS Y BARNICES (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1718;Medellin;31/05/2022;OP.PLAZO;NO;COP; $ 17.000.000.000 ; $ - ; $ 17.000.000.000 ;; $ 1.289.199.017 ; $ 2.030.633.660 ;ALTO;5,44;CORPORATIVO
N;441;4511;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;1709;Bogota, D.C.;31/07/2022;CONTINGENCIA_GARANTIAS;SI;COP; $ 250.000.000 ; $ - ; $ 250.000.000 ; $ - ; $ 6.647.274.942 ; $ 12.464.415.189 ;ALTO;5,41;CORPORATIVO
N;442;6120;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1183;Bogota, D.C.;31/03/2022;OP.PLAZO;NO;COP; $ 195.891.000 ; $ 188.595.838 ; $ 7.295.162 ; $ 188.595.838 ; $ 141.477.511 ; $ 25.583.950 ;MEDIO;2,93;CORPORATIVO
N;443;6511;SERVICIOS DE SEGUROS;SERVICIOS;Verde;1782;Bogota, D.C.;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ 1.000.000.000 ; $ - ; $ 1.000.000.000 ;; $ 3.590.576 ; $ 593.707.782 ;ALTO;5,13;CORPORATIVO
N;444;7490;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1162;Bogota, D.C.;31/07/2022;OP.PLAZO;SI;COP; $ 800.000.000 ; $ - ; $ 743.290.000 ;; $ 4.073.108 ; $ 9.383.626 ;BAJO;1,17;CORPORATIVO
N;445;4659;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1200;Bogota, D.C.;31/07/2022;CAPITAL_TRABAJO;SI;COP; $ 100.000.000 ; $ 85.000.000 ; $ 15.000.000 ; $ 16.386.379 ; $ 39.744.745 ; $ 78.144.660 ;ALTO;3,51;CORPORATIVO
N;446;2511;PLASTICOS Y CAUCHO DISTINTO DE LLANTAS (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1926;Bogota, D.C.;31/08/2022;CAMPAÑA_COMERCIA;NO;COP; $ 450.000.000 ; $ 450.000.000 ; $ - ; $ 259.201.799 ; $ - ; $ 22.667.538 ;BAJO;0,56;CORPORATIVO
N;447;1410;CONFECCIONES;OTROS;Naranja1;1288;Cali;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ - ; $ - ; $ - ;; $ 94.022.500 ; $ 211.579.040 ;ALTO;4,89;CORPORATIVO
N;448;4669;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1298;Bogota, D.C.;31/12/2021;CAMPAÑA_COMERCIA;SI;COP; $ 34.980.000 ; $ 32.064.998 ; $ 2.915.002 ; $ 32.064.998 ; $ 80.126.439 ; $ 58.785.600 ;ALTO;4,14;CORPORATIVO
N;449;1081;ALIMENTOS VARIOS (CONSERVAS, PASABOCAS Y OTROS);OTROS;Verde;2016;Bogota, D.C.;31/08/2022;CAPITAL_TRABAJO;SI;COP; $ 50.000.000 ; $ 50.000.000 ; $ - ; $ 33.457.697 ; $ 167.347.901 ; $ 1.121.278.946 ;ALTO;5,39;CORPORATIVO
N;451;5210;ALMACENAMIENTO Y BODEGAJE;OTROS;Amarillo;1744;Cali;31/08/2022;OP.PLAZO;SI;COP; $ 150.000.000 ; $ 129.166.663 ; $ 20.833.337 ; $ 129.166.663 ; $ 33.131.200 ; $ 207.720.101 ;ALTO;5,19;CORPORATIVO
N;452;4631;PRODUCTOS ALIMENTICIOS;INDUSTRIA;Verde;11;Bogota, D.C.;31/08/2022;CAPITAL_TRABAJO;SI;COP; $ 10.000.000 ; $ 5.000.000 ; $ 5.000.000 ; $ - ; $ 77.571.321 ; $ 315.275.391 ;ALTO;5,42;CORPORATIVO
N;453;5224;AGENTES DE CARGA Y MENSAJERIA;OTROS;Verde;1211;Palmira;31/08/2022;CAMPAÑA_COMERCIA;NO;COP; $ 105.736.789 ; $ - ; $ 105.736.789 ;; $ 553.521.720 ; $ 369.568.011 ;ALTO;4,42;CORPORATIVO
N;454;4620;COMERCIO INSUMOS AGROPECUARIOS  Y MATERIAS PRIMAS AGROPECUARIAS;COMERCIO;Verde;2019;Medellin;30/09/2022;CAMPAÑA_COMERCIA;NO;COP; $ 106.432.386 ; $ - ; $ 106.432.386 ;; $ 58.048.674 ; $ 123.094.881 ;ALTO;5,36;CORPORATIVO
